OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
DALA2024032203666,3/20/2024 0:00:00,3/22/2024 18:57:57,DALA,DALA,A,SO,27,A,5310,O,,,K,,,,IN,9,3735D,BOEING,737832,30381,68389.0,31580.0,,,,,,,,,,,BOEING,DOOR FRAME,UNKNOWN,,DAMAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT 3735, AROUND FOUND DAMAGE TO FWD LOWER PORTION OF FWD CARGO DOOR FRAME JUST ABOVE SCUFF PLATE. CORRECTIVE ACTION: REMOVED DAMAGED AREA, FABRICATED REPAIR PARTS AND INSTALLED PER ER/A 616656-14. (LP 0254391)"
AALA202403255383,3/23/2024 0:00:00,3/25/2024 15:31:38,AALA,AALA,A,SW,21,A,3350,O,,,O,,,,NR,9,815NN,BOEING,737823,33208,41752.0,17377.0,,,,,,,,,,,,BULB,UNKNOWN,,UNSECURE,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT IN ROW 17, RIGHT SIDE IS FLICKERING. RESECURED EMERGENCY EXIT LIGHT BULB. OPERATIONAL CHECK GOOD PER AMM 33-51-00."
SWAA2024041558100,3/1/2024 0:00:00,4/15/2024 16:36:35,SWAA,SWAA,A,SW,29,A,5347,O,,,K,,,,IN,9,8567Z,BOEING,7378H4,36928,19775.0,9994.0,,,,,,,,,,,,NUT PLATE,UNKNOWN,,CORRODED,CARGO TRACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FLOOR RAIL STA. 727D HAS CORRODED NUTPLATES. DOT L264<[01] REMOVED AND REPLACED NUT PLATES IN AFT CARGO COMPARTMENT AT STA. 727D IAW B737 SRM 51-40-02-0G-0;[02] VERIFIED REMOVAL AND REPLACEMENT OF NUT PLATES IN AFT CARGO COMPARTMENT AT STA. 727D IAW B737 SRM 51-40-02-0G-0
AALA202403255819,3/24/2024 0:00:00,3/25/2024 15:33:09,AALA,AALA,A,SW,21,A,3350,O,,,O,,,,NR,9,815NN,BOEING,737823,33208,41751.0,17376.0,,,,,,,,,,,,LIGHT,UNKNOWN,,OUT OF ADJUST,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: EXIT ROW LIGHT FLICKERING (17F). ADJUSTED LIGHT AT EXIT ROW AS REQUIRED. PER AMM 33-50-00.
SWAA2024032566615,3/22/2024 0:00:00,3/25/2024 15:58:21,SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,IN,9,8668A,BOEING,7378H4,36903,30266.0,14596.0,,,,,,,,,,,,MEGAPHONE,UNKNOWN,,WEAK,ZN 200 FUS TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT R/H OVERHEAD BIN MEGAPHONE WEAK<[01] 01 - REMOVED AND REPLACED AFT R/H OVERHEAD BIN MEGAPHONE BATTERIES PER [AMM 25-64-00-900-804-NG (MEGAPHONE BATTERY REPLACEMENT - PERMANENT)]
SWAA2024032566521,3/22/2024 0:00:00,3/25/2024 15:58:19,SWAA,SWAA,A,SW,29,A,5330,O,,,K,,,,IN,9,8696E,BOEING,7378H4,36678,25592.0,12617.0,,,,,,,,,,,,DOUBLER,,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELECTRICAL GROUND POWER RECEPTACLE SURROUND DOUBLER CRACKED AT LOWER EDGE.<[01] 04 - REPAIRED PER [SRM 53-10-15-2R-4-B00449 (REPAIR 4 - ELECTRICAL GROUND POWER RECEPTACLE SURROUND DOUBLER - PERMANENT)] ZONE 2
DALA2024032603783,3/25/2024 0:00:00,3/26/2024 11:01:09,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,9,391DA,BOEING,737832,30560,74627.0,29845.0,,,,,,,,,,,BOEING,BAFFLE,UNKNOWN,,DAMAGED,BS 500A-500B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 0262409) REMOVED AND REPLACED BAFFLE DAMAGED ON FWD CARGO L/H SIDE STA 500A TO 500B PER B737-800 SRM 51-40-02-0G AND DWG 143A750
DALA2024032003544,3/17/2024 0:00:00,3/20/2024 14:00:40,DALA,DALA,A,SO,27,A,5315,O,,,K,,,,IN,O,389DA,BOEING,737832,30376,72141.0,28858.0,,,,,,,,,,,AIRBUS,FLOORBEAM,UNKNOWN,,CORRODED,BS 986 RLB/LBL45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,(LOG 0250711) AFT WET AREA MULTIPLE CORROSION AT FLOOR BEAM STA 986 RBL 45 TO LBL 45 WL 208. REMOVED AND REPLACED DAMAGED T-CHORD SECTION AND PERVIOUS REPAIR PARTS ON AFT WET AREA AT FLOOR BEAM STA 986 RBL 45 TO LBL 45 WL 208 I.A.W B737 SRM 53-70-51-2R REPAIR 4.
SWAA2024032166322,3/21/2024 0:00:00,3/21/2024 16:54:11,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8695D,BOEING,7378H4,35965,25805.0,12670.0,,,,,,,,,,,,BATTERY PACK,UNKNOWN,,FAILED,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT R/H DOOR EMERGENCY LIGHT IS NOT WORKING<[01] REMOVED AND REPLACED AFT R/H SIDE EMERGENCY BATTERY POWER PACK IAW AMM 33-51-06 OPS CHECK GOOD.
ASAA2024032648657,3/26/2024 0:00:00,3/27/2024 15:10:43,ASAA,ASAA,A,NM,2,A,3350,L,,,K,,,,IN,C,553AS,BOEING,737890,34594,60312.0,21098.0,,,,,,,,,,,,BATTERY PACK,D71702001,,NO TEST,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REF T/C 78233001 BATTERY PACKS M1675, M1674, M1673, M1672 AND M1671 FAILED CAPACITANCE CHECK. GROUNDED - YES. REMOVED AND REPLACED EMERGENCY LIGHTS BATTERY PACKS M1671, M1672, M1673, M1674 AND M1675 REF AMM 33-51-06. OPS CHECK GOOD."
SCNA20240425202,3/8/2024 0:00:00,4/25/2024 18:30:46,SCNA,SCNA,A,GL,15,A,5711,O,,,K,,,,IN,9,7907A,BOEING,73783N,32577,56582.0,40935.0,,,,,,,,,,,BOEING,SPAR,UNKNOWN,,CORRODED,RT WING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FUEL BOOSTER CUTOUT,RH WING REAR SPAR FUEL BOOSTER CUTOUT LOWER AREA WITH CORROSION. REPAIRED
SCNA20240301053,3/1/2024 0:00:00,3/1/2024 8:19:34,SCNA,SCNA,A,GL,15,A,2560,O,,,K,,,,IN,O,824SY,BOEING,73785P,33976,49312.0,28904.0,,,,,,,,,,,,GIRT BAR,UNKNOWN,,LOOSE,R1 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFECT 761468: - CLIP THAT HOLDS 1R GIRT BAR IS LOOSE - RESOLUTION: ADJUSTED CLIP ON 1R GIRT BAR IAW AMM 25-66-00.
AALA202403288387,3/26/2024 0:00:00,3/28/2024 14:20:44,AALA,AALA,A,SW,21,A,3397,L,,,K,,,,IN,C,831NN,BOEING,737823,33211,40972.0,17367.0,,,,,,,,,,,,CONNECTOR,UNKNOWN,,DISCONNECTED,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: EMERGENCY BIN MOUNTED AISLE LIGHT BETWEEN ROWS 17 AND 18 ABC DOES NOT ILLUMINATE. FOUND CONNECTOR D12038 NOT CONNECTED PROPERLY, RECONNECTED CONNECTOR, FUNCATIONAL CHECK GOOD."
SWAA2024032867353,3/24/2024 0:00:00,3/28/2024 14:29:50,SWAA,SWAA,A,SW,29,A,3350,W,,,K,,,,IN,9,8566Z,BOEING,7378H4,64174,19659.0,9956.0,,,,,,,,,,,,LENS,,,INCORRECT,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT FWD OVERWING EXIT LOWER EXIT LIGHT LENS APPEARS TO BE INCORRECT<[01] REMOVED AND REPLACED RT FWD OVERWING EXIT LOWER PROXIMITY LIGHT ASSY PER B737-800NG AMM TASK 33-51-01-960-802 EXIT SIGN LIGHT ASSEMBLY REPLACEMENT. OPS CHECK GOOD;[02] 02 - INSPECTED PER [AMM 25-21-20-401-NG (EMERGENCY EXIT DOORWAY LINING - REMOVAL/INSTALLATION - PERMANENT)]
ASAA2024032748673,3/27/2024 0:00:00,3/28/2024 15:34:50,ASAA,ASAA,A,NM,2,A,3350,L,,,K,,,,IN,C,527AS,BOEING,737890,35694,47270.0,16615.0,,,,,,,,,,,,POWER SUPPLY,D71702001,,NO TEST,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY BATTERY PACK FAILED DURING CAPACITY FUNCTIONAL CHECK. GROUNDED - YES. REPLACED BATTER PACK ASSY M1671 REF BOEING AMM TASK 33-51-06-960-805. OP TEST GOOD. NO FURTHER DEFECTS.
SCNA20240426206,3/11/2024 0:00:00,4/26/2024 13:43:33,SCNA,SCNA,A,GL,15,A,5347,O,,,K,,,,IN,9,7907A,BOEING,73783N,32577,56582.0,40935.0,,,,,,,,,,,BOEING,SEAT TRACK,UNKNOWN,,MECHANIC ERROR,ZONE 200,,,,,,,,,,,,,,,747+3,747+11,,,,,,,,,,,,,,,,,,,"UPPER FUSELAGE, AT STA 747+7"",LBL 1"". SEAT TRACK FLANGE WITH DOUBLE HOLE. REPAIRED MAIN CARGO CABIN SEAT TRACK FLANGE SECTION BETWEEN STA 747+3"" - STA 747+11"" COMMON BL+0."
SCNA20240429218,3/11/2024 0:00:00,4/29/2024 9:41:12,SCNA,SCNA,A,GL,15,A,5320,O,,,K,,,,IN,9,7907A,BOEING,73783N,32577,56582.0,40935.0,,,,,,,,,,,BOEING,STIFFENER,UNKNOWN,,CRACKED,BS 540,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,CABIN FLOOR STR,"UPPER FUSELAGE MAIN CARGO CABIN FLOOR STRUCTURE AREA AT BODY STATION 540 CENTER FUEL TANK STIFFENERS WITH CRACKS AT ALL POSITIONS. REPLACED SHEAR FITTINGS AT BS 540 CENTER FUEL TANK IAW B737-800 BCF SRM 51-10-02-06-0 PAR 9 AND DWG.111A20000 NEW SHEAR FITTING PN 111A2401 AT LBL.54.60, LBL. 40.87, LBL.32.40, LBL15.04, LBL.6.14 RBL.6.14, RBL.15.04, RBL.32.40, RBL.40.87 AND RBL.54.60"
AALA202404017698,3/30/2024 0:00:00,4/1/2024 16:27:38,AALA,AALA,A,SW,21,A,2933,K,J,,A,,,,CL,O,933NN,BOEING,737823,31173,31760.0,13638.0,,,,,,,,,,,SIMMONDS,TRANSMITTER,202190101,4861,LEAKING,HYD SYSTEM A,31749.0,13633.0,31749.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: DECREASING HYDRAULIC QUANTITY FLIGHT, ATTENDDANT REPORTED SEEING FLUID LEAKING; AIRCRAFT DIVERTED TO AND LANDED SAFELY AT MIA. REMOVED AND REPLACED SYSYTEM ""A"" HYDRAULIC FLUID QUANTITY TRANSMITTER. PER AMM 29-33-12."
AALA202404014281,3/29/2024 0:00:00,4/1/2024 16:25:09,AALA,AALA,A,SW,21,A,2560,L,,,K,,,,IN,C,962AN,BOEING,737823,30858,63994.0,27313.0,,,,,,,,,,,,FLASHLIGHT,UNKNOWN,,INOPERATIVE,AFT CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLASHLIGHT ON AFT RIGHT HAND FLIGHT ATTANDENT SEAT IS INOPERATIVE. REMOVED AND REPLACED AFT RIGHT HAND FLIGHT ATTANDENT FLASHLIGHT. PER AMM 25-64-00.
CALA2024030500638,3/2/2024 0:00:00,3/5/2024 5:52:01,CALA,CALA,A,GL,33,A,7720,M,J,,A,,,,CL,O,73270,BOEING,737824,31632,69466.0,24363.0,,,,,,,,,,,,THERMOCOUPLE,TC29603,DN7422313,INTERMITTENT,NR 2 ENGINE,455.0,188.0,455.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RIGHT EGT INDICATION 931 ON CLIMB APROX 15000. RAPIDLY DECREASED TO 890 RAPIDLY DECREASED TO PER DFD 142 REPORT - DURING CLIMB, E2 ESN 874762 HAD AN EGT EXCE EDANCE FOR 143 SECS OVER 895 DEG C WITH A PEAK OF 930 DEG C. PER AMM TASK 71-00-00-800-804-F00, FIGURE 604, THE EXCEEDANCE WOULD BE CLASSIFIED IN ""NO ACTION IS NECESSARY."" THOUGH WHEN REVIEWIN BASED ON THE TRENDS PLEASE T/S THE EGT SYSTEM USING FIM 77-21-00 -810-805C1. YOU MUST HAVE A POSITIVE FIX (NOT JUST CLEANING CONN ECTORS) BEFORE FURTHER FLIGHT. ALSO, MAKE SURE TO RESET THE EXCE EDANCE WHEN YOU INTERROGATE THE FMCS CDU - REFERENCE AMM TASK 71 NO EXCEEDANCE MESSAGES RECORDED. EEC BITE FAULTED MESS 73-31372 UPPER EGT SECTORS READING HIGH AND 77-20872 TOP LEFT EGT SIGNAL OUT OF RANGE. REPLACED LEFT AND RIGHT UPPER EGT THERMOCOUPLES PER AMM 77-21-01. ENGINE EGT TRENDS THERE IS A DRASTIC SHIFT DOWNWARDS FOR EGT H OT DAY MARGIN (FOR REF ANYTHING BELOW 0 HAS AN INCREASED CHANCE OF AN EGT EXCEEDANCE TO OCCUR DURING TAKEOFF/CLIMB). -00-00-740-801-F00. C/W POWER ASSURANCE RUN. AT HIGH POWER 92% N1, EGT WELL WITHIN LIMITS. NO FLUCTUATIONS AND READING STEADY. AS A PRECAUTION,"
AALA202403056548,3/1/2024 0:00:00,3/5/2024 7:05:01,AALA,AALA,A,SW,21,A,5522,O,,,K,,,,IN,V,310RF,BOEING,737823,44451,12553.0,4689.0,,,,,,,,,,,,ACCESS PANEL,UNKNOWN,,CRACKED,LT ELVATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L STAB STA 295,AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND ELEVATOR LOWER HINGE COVER PANEL 335MB AT STAB STA 295. REPAIRED PANEL PER SRM 51-70-04-2R.
DALA2024030603092,3/5/2024 0:00:00,3/6/2024 14:53:45,DALA,DALA,A,SO,27,A,3397,O,,,K,,,,IN,9,3740C,BOEING,737832,30800,69172.0,30018.0,,,,,,,,,,,,FUSE,UNKNOWN,,BLOWN,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 5479145) MULTIPLE EXTERIOR EMERGENCY LIGHTS INOP. REMOVED AND REPLACED POWER SUPPLY FUSE IAW B737 AMM 33-51. ALL EMERGENCY LIGHTS CURRENTLY WORKING.
ASAA2024030348233,3/3/2024 0:00:00,3/5/2024 18:45:21,ASAA,ASAA,A,NM,2,A,3350,O,,,O,,,,NR,V,558AS,BOEING,737890,35177,63029.0,18667.0,,,,,,,,,,,,LENS,8200037709,,DETACHED,EMER EXIT SIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD GALLEY EMER LIGHT SIGN COVER FELL OFF. GROUNDED - YES. RESECURED R1 DOOR EMERG LENS OPS NORMAL.
DALA2024040204017,3/31/2024 0:00:00,4/2/2024 13:06:55,DALA,DALA,A,SO,27,A,3397,O,,,K,,,,IN,O,3766,BOEING,737832,30820,71433.0,27135.0,,,,,,,,,,,,CONNECTOR,UNKNOWN,,DISCONNECTED,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 5560318) SEAT MOUNTED EMERGENCY LIGHTS AT ROW 18 INOP. FOUND CONNECTOR FOR EMERGENCY LIGHTS DISCONNECTED UNDER SEAT 18F RECONNECTED HARNESS PER B737 AMM 33-51. OPS CHECK GOOD.
DALA2024040203995,3/30/2024 0:00:00,4/2/2024 13:06:52,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,9,389DA,BOEING,737832,30376,72141.0,28858.0,,,,,,,,,,,BOEING,WEB,UNKNOWN,,CORRODED,BS 986-1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0269495) CORROSION ON AFT GALLEY FLOOR WEB STA 986 -1016 LBL 36. REMOVED, FABRICATED AND INSTALLED NEW FLOOR WEB IAW B737-800 SRM 51-10-02, SRM 51-40-02-0G ER/A 616459-14 REV.ORG, DWG 147A700 REV AND DWG 147A0004."
DALA2024040204004,3/30/2024 0:00:00,4/2/2024 13:06:53,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,O,391DA,BOEING,737832,30560,74627.0,29845.0,,,,,,,,,,,BOEING,BAFFLE,UNKNOWN,,DAMAGED,BS 500C-500D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 0269642) FWD CARGO BCOMPARTMENT LH FLOOR BAFFLE STA 500C-500D DAMAGED. REMOVED AND REPLACED BAFFLE DAMAGED ON FWD CARGO L/H SIDE STA 500C TO 500D PER B737-800 SRM 51-40-02-0G AND DWG 143A7505.
DALA2024030603089,3/5/2024 0:00:00,3/6/2024 14:53:45,DALA,DALA,A,SO,27,A,5347,O,,,K,,,,IN,O,390DA,BOEING,737832,30536,74488.0,29724.0,,,,,,,,,,,BOEING,SEAT TRACK,UNKNOWN,,CORRODED,BS 827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 0231409) LH SIDE RAIL A/C SUPPORT BRACKET INSTALLED ON FRAME STA 827 INBOARD FASTENER HOLE WITH CRACK INDICATION. REPAIR WAS PERFORMED ON FRAME STA 827 LH SIDE REAIR A/C SUPPORT BRACKET PER I.A.W CARD B737-800 2526-01236-02A.
SWAA2024030758072,3/1/2024 0:00:00,3/7/2024 15:57:11,SWAA,SWAA,A,SW,29,A,5514,O,,,K,,,,IN,9,8565Z,BOEING,7378H4,42533,19940.0,10049.0,,,,,,,,,,,,SEAL,UNKNOWN,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HORIZONTAL STAB. LEFT; UPPER FWD SLIDER SEAL IS CRACKED AT THE FRONT SIDE APROX 3 INCHES LONG.<[01] 01 - REMOVED AND REPLACED PER [AMM 53-31-31-401 CONFIG 1-NG (STABILIZER TO BODY FRONT SPAR SLIDING SEAL - REMOVAL/INSTALLATION - PERMANENT)]. ADJUSTMENT AND OPS CHECK GOOD PER AMM 53-31-31.;[02] C/W INSPECTION;[03] C/W INSPECTION
ASAA2024030648266,3/6/2024 0:00:00,3/7/2024 18:41:10,ASAA,ASAA,A,NM,2,A,3350,O,,,K,,,,NR,V,587AS,BOEING,737890,35684,57859.0,17027.0,,,,,,,,,,,,SIGN,UNKNOWN,,DETACHED,ROW 17 ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PLASTIC ""EXIT"" SIGN FELL OFF ROW 17 ABC. GROUNDED - YES. REINSTALLED ROW 17 ABC EMERGENCY EXIT SIGN LENS. OPS CKS GOOD. REF AMM 33-51-01."
SWAA2024030759750,3/6/2024 0:00:00,3/7/2024 15:57:22,SWAA,SWAA,A,SW,29,A,4920,J,,,A,,,,CR,O,8663A,BOEING,7378H4,36902,30078.0,14522.0,,,,,,,,,,,,ENGINE,UNKNOWN,,OVERSPEED,APU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APU OVERSPEED/SHUTDOWN IN FLIGHT<[01] ACCOMPLISHED FIM 49-30 TASK 802 ; APU NORMAL OPERATION REF AMM 49-11-00-710-801
AALA202404055876,3/29/2024 0:00:00,4/5/2024 14:28:17,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,891NN,BOEING,737823,33315,35147.0,15045.0,,,,,,,,,,,BOEING,PANEL,143A524036SD,,CRACKED,BS 540 RBL1-4,,,,,,,,,,,,,,,540,,,,,,,,,,1,R,4,R,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR SUPPORT BREAK ASSEMBLY PANEL AT BS 540 FROM RBL 1 TO RBL 4. REPLACED BREAK ASSEMBLY PER AARD 51-00-05-1.
SWAA2024040958036,3/1/2024 0:00:00,4/9/2024 17:53:56,SWAA,SWAA,A,SW,29,A,5512,O,,,K,,,,IN,9,8307K,BOEING,7378H4,36987,39033.0,18128.0,,,,,,,,,,,BOEING,ACCESS PANEL,UNKNOWN,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK LEADING EDGE RIB ACCESS PANEL 331B STA 105.26 AT LT HORIZONTAL STABILIZER. REPLACED RIB ON ACCESS PANEL 331B STA 105.26 AT LT HORIZONTAL STABILIZER IAW B737-800 SRM 51-40-02 AND SRM 51-10-02 ITEM 9 DRAWING 186A1001 SHEET 19 REV-.
SWAA2024031360985,3/8/2024 0:00:00,3/13/2024 16:29:28,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,9,8683D,BOEING,7378H4,36738,26980.0,13191.0,,,,,,,,,,,,BATTERY PACK,NOTREPORTED,,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY LIGHT BATTERY PACK AT STA 500C R/H IS INOPERABLE<[01] REPLACED BATTERY PACK AND OPS CHECK GOOD PER AMM 33-51-06;[02] 02 - INSPECTED PER [AMM 33-51-06-960-805-NG (POWER SUPPLY - BATTERY PACK REPLACEMENT - PERMANENT)]
SCNA20240411192,3/26/2024 0:00:00,4/11/2024 10:27:15,SCNA,SCNA,A,GL,15,A,5320,O,,,K,,,,IN,9,832SY,BOEING,7378KN,40243,44256.0,18493.0,,,,,,,,,,,BOEING,DOOR SILL,UNKNOWN,,DAMAGED,AFT CARGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON PRE-FLIGHT FOUND DAMAGE @ AFT CARGO DOOR LOWER CUT OUT SILL. REMOVED AND INSTALLED NEW MODIFIED SCUFF PLATE ON AFT CARGO DOOR LOWER CUT OUT SILL.
ASAA2024031348962,3/13/2024 0:00:00,4/11/2024 17:31:01,ASAA,ASAA,A,NM,2,A,5320,O,,,K,,,,IN,O,589AS,BOEING,737890,35686,58706.0,17434.0,,,,,,,,,,,BOEING,SHIELD,146A8127,,CORRODED,AFT CARGO,,,,,,,,,,,,,,,767,794,25,R,25.0,R,,,,,,,,,165.0,165.0,,,,,"AFT PIT SHIELD FWD OF AFT CARGO DOOR CORRODED. GROUNDED - YES. REMOVED AND REPLACED AFT PIT SHIELD FWD OF AFT CARGO DOOR IAW B737-800 SRM 51-40-02-0G-0.W= 1.0"" O= .050"" R= 0"" L= .050"" D= .050""."
ASAA2024030948953,3/9/2024 0:00:00,4/11/2024 17:31:00,ASAA,ASAA,A,NM,2,A,5512,O,,,K,,,,IN,O,589AS,BOEING,737890,35686,58706.0,17434.0,,,,,,,,,,,,SKIN,182A4001,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,L/H HORIZONTAL LOWER SKIN IS CRACKED AT APROX STA 95.0 JUST FWD OF REAR SPAR. GROUNDED - YES. REPAIRED L/H HORIZONTAL LOWER SKIN AT APROX ST 95 JUST FWD OF REAR SPAR IAW B737-800 SRM 55-10-01-2R-11.
ASAA2024031848958,3/18/2024 0:00:00,4/11/2024 17:31:01,ASAA,ASAA,A,NM,2,A,5315,O,,,K,,,,IN,O,589AS,BOEING,737890,35686,58706.0,17434.0,,,,,,,,,,,BOEING,FLOORBEAM,147A5506,,CORRODED,BS 987,,,,,,,,,,,,,,,986.5,986.5,0,R,17.0,R,,,,,,,,,208.0,208.0,,,,,"FLOORBEAM AT STA 986.5 HAS CORROSION. GROUNDED - YES. REPAIRED IAW B737-800 SRM 53-70-51-2R-4.W= 1 1/2"" O= .160 R= .091 L= 2"" D= .069."
AALA202403150750,3/12/2024 0:00:00,3/15/2024 17:11:18,AALA,AALA,A,SW,21,A,5330,O,,,K,,,,IN,V,902AN,BOEING,737823,29504,65475.0,27274.0,,,,,,,,,,,,DOUBLER,UNKNOWN,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: LEFT HAND BOTTOM CORNER OF (GPU)-ELECTRICAL GROUND POWER RECEPTACLE ACCESS OPENING IS CRACKED. TRIMMED OUT THE DAMAGED AREA OF (GPU) INSTALLED DOUBLER REPAIRED. PER SRM 53-10-15-1A PROCEDURE 4.
SWAA2024041160876,3/8/2024 0:00:00,4/11/2024 15:31:11,SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,9,8317M,BOEING,7378H4,36992,38198.0,17844.0,,,,,,,,,,,BOEING,PLATE,UNKNOWN,,CRACKED,LT WING TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK ON CORRUGATED PLATE TRAILING EDGE LOCATED IRSS216 AT LT WING 2024-165872<[01] REPLACED CORRUGATED PLATE LOCATED ON TRAILING EDGE IRSS 216 AT LT WING IAW B737-800 SRM 51-10-02 PARAGRAPH 9 AND SRM51-40-02. SEE INDIVIDUAL SIGNS-OFF BELOW.;[02] JOB COMPLETED
SWAA2024041161072,3/9/2024 0:00:00,4/11/2024 15:31:10,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,9,8321D,BOEING,7378H4,36687,37973.0,17662.0,,,,,,,,,,,,PANEL,UNKNOWN,,CRACKED,AFT CARGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT CARGO COMPARTMENT FWD PANEL 142NW CRACKED.<[01] RECEIVED NEW PANEL 142NW WORK TO BE ACCOMPLISHED ON TASKCARD #TTG8Q00RF412.;[02] VERIFIED AND INSPECTED STEP #1.
